,scan,malleus manubrium length,incus short process length,incus long process length,incus angle,facial nerve genu1 angle,facial nerve genu2 angle,facial recess angle,facial recess area,facial recess span,eac-dura distance
0,153,4.981901132543793,3.119270884764347,3.4876893346184046,98.80676117678802,59.88868507973749,110.63667457797784,17.683270685689124,8.27706491991466,2.7103106808066233,4.224386795226322
1,138,3.863610075693696,2.95675214078429,3.3300665448406694,93.61431894391369,68.55907949285009,115.19899840683948,19.455732169576706,7.0271606706781276,2.5717980014165773,3.747817298540815
2,142,4.578880089988637,3.352190912930196,3.466607750610746,100.44146479941081,69.06328819974082,109.11601711937051,14.01595083495122,5.018451794673578,2.474972397321172,3.4930396617273898
3,143,4.3176305045603005,3.3042072316369895,3.263031430108154,96.2846509916766,74.10213658355822,119.71575851345685,20.423531723630788,11.874247794814455,2.9295104064428927,2.8303530514005564
4,144,4.4928489529505855,3.0070295963621367,3.204312916348159,96.95118140670859,65.42471530061417,104.09569215996363,13.22334928314126,8.760871818211315,2.9212498422482938,2.6936061502241038
5,146,4.340194770601872,3.0162444874823655,3.216249404195098,104.49492618711157,78.91207508835171,108.89562422601169,15.314991457291468,7.4281907096874535,2.2863581553861274,3.4671341225045875
6,147,4.293458249932961,3.0679969271800727,3.585228235741939,98.1067562593952,64.15038608173755,111.78717001110765,12.928100811430038,7.865179639840053,2.05093699825842,4.884283532332542
7,152,4.002315884165342,2.7371059882377287,3.3121247460871026,93.01858689951567,75.37081135877703,113.06438537718417,22.60359407988564,8.157938164654794,2.5630226452138025,3.0202428935694314
